الرقم الخاص,الرقم العام,توصيف المجال العلمى,كود المقرر,رؤوس الموضوعات,المقرر  الذى يدعمه الوعاء,عنوان الوعاء,اسم المؤلف,مؤلفين مشاركين,الناشر,مكان النشر,تاريخ النشر,رقم الطبعة,الترقيم الدولى ,اللغة,القسم,نوع
720.9/L.A.S,67,تاريخ عمارة,ARCH 215,History of Architecture II, الإمبراطورية الرومانية/ الفن الإيطالي والإتروسكاني والروماني/الفن الروماني/الحضارة/الثقافة/الفن/الأخلاق والعادات/الأعمال التصويرية (الشكل)/روما (الإمبراطورية)/حضارة روما/الحياة الاجتماعية والعادات في روما/الشعر الروماني,Splendours of the Roman World,Annamaria Liberati, Fabio Bourbon,Thames and Hudson,London,1996,ط.1,9780500017470/0500017476,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/L.M.A,68,تاريخ عمارة,ARCH 215,History of Architecture II,بودابست/المجر/أوزن/سفر/سياحة/مدن أوروبية/وجهات سياحية/معالم سياحية/ثقافة/تاريخ/فنون/مطاعم/فنادق/مواصلات/تكاليف السفر/دليل السائح/,Azén Budapestem,Marosi Laszlo,لا يوجد,A Kiadasban Kozremukodott a Taltos Kiadasszervezesi G.M. Muveszeto: Marosi Laszlo,paris/italy,1985,ط.1985,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/M.B.P,69,تاريخ عمارة,ARCH 215,History of Architecture II,قصر لوكسمبورغ/باريس/فرنسا/تاريخ/تحولات/عمارة/قصر/مجلس الشيوخ/ماري دي ميديسيس/لويس الثالث عشر/الثورة الفرنسية,Le Palais Du Luxembourg et ses Métamorphoses,Bernard Morice,لا يوجد,ditions polyglottes. France-Empire,paris/,1974,ط1,لا يوجد,لغة فرنسية,الهندسة المعمارية والتصميم,ورقي
720.9/M.J.N,70,تاريخ عمارة,ARCH 213,History of Architecture I,أتلانتس/منظر جديد/تحديثات/تطورات/تغييرات/إضافات/مرافق/خدمات/تجربة الزوار/سياحة/فنادق/منتجعات/ترفيه/معالم سياحية,The New View Over Atlantis,John Michell,لا يوجد,The Thames & Hudson,Slovenia,1969,ط1,0-500-27312-X,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/M.R.W,71,تاريخ عمارة,ARCH 315,Modern & Contemporary Foundations of Art & Architects,العمارة العالمية/العمارة العالمية - تاريخ/العمارة العالمية - تصميم/العمارة العالمية - صور/العصور القديمة - عمارة - صور,World Architecture 1900 - 2000 : A Critical Mosaic : South Asia. V.8,Rahul Mehrotra,لا يوجد,Springer Verlag GmbH,Austria,2000,ط.1,978-3211832912,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/N.P.A,72,تاريخ عمارة,ARCH 215,History of Architecture II,الهندسة المعمارية/التاريخ/التطور/الحضارات/التصميم/البناء/الوظيفة/الجمال/المواد/التقنيات/الأثر الاجتماعي/التأثير الثقافي,The Story of Architecture,patric Nuttgens,لا يوجد, Phaidon Press Limited,Singapore,1997,ط.1997,0-7148-3615,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/N.S.D,73,تاريخ عمارة,ARCH 215,History of Architecture II,قبة الصخرة/المسجد الأقصى/القدس/الصخرة المشرفة/الإسراء والمعراج/العمارة الإسلامية/عبد الملك بن مروان/الأمويون/الحرم القدسي الشريف/فلسطين,The Dome of the Rock,Said Nuseibeh,Oleg Grabar,Thames and Hudson,Italy,2006/,ط.2006,9.78E+12,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/O.B.S,74,تاريخ عمارة,ARCH 215,History of Architecture II,عمارة اسلامية/تاريخ عمارة /الهندسة المعمارية إيران/العمارة الإسلامية إيران/بنيان/الفن القديم إيران/الفن الإسلامي إيران/الفن الإيراني/,Studies in Persian art and architecture,Bernard O'Kane,لا يوجد,الجامعة الامريكية,القاهرة,1995,طـ 1,9774243706,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/P.F.Y,75,تاريخ عمارة,ARCH 215,History of Architecture II,عمارة أوروبية/العمارة - صور/العمارة - تاريخ/الهندسة المعمارية - التاريخ/الهندسة المعمارية - التاريخ - الأعمال التصويرية/الأعمال التصويرية/العمارة العالمية/العمارة العالمية - دليل/العمارة/العمارة - دليل/دليل مصور - الهندسة/الهندسة المعمارية - تصميم,1000 Years of World Architecture An Illustrated Guide,Francesca Prina,Elena Demartini,The Thames & Hudson,London,2006,ط 1,9.78E+12,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/R.F.A,76,تاريخ عمارة,ARCH 315,Modern & Contemporary Foundations of Art & Architects,العمارة اللبنانية/لبنان - عمارة/العمارة اللبنانية - تاريخ/العمارة اللبنانية - القرن 18 و 19 ميلادى/تفاصيل الهندسة المعمارية/العمارة المحلية لبنان/الهندسة المعمارية- المحلية/العمارة- لبنان المحلي/لبنان,Architecture in Lebanon . The Lebanese House During the 18th and 19th Centuries,Friedrich Ragette,لا يوجد,Caravan Books/ Delmar,New York,1980,ط.1980,9780882060415//0882060414,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/S.H.I,77,تاريخ عمارة,ARCH 213,History of Architecture I,عمارة هندية/تاريخ العمارة الهندية/فن العمارة الهندية/معالم هندسية هندية/تأثيرات على العمارة الهندية/أنماط معمارية هندية/تطور العمارة الهندية,Architecture of the world . india,Henri Stierlin,لا يوجد,Henri Stierlin,Germany,1996,ط1,978-3-8228-9301-3,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/S.K.H,78,تاريخ عمارة,ARCH 215,History of Architecture II,العمارة - تاريخ/العمارة - المجر/العمارة الأوروبية/المجر- عمارة/المجر - مناظر طبيعية/المجر - دليل مصور/المناظر الطبيعية - المجر,Hungary,Karoly Szelenyi,Istvan Lazar/Andras Szekely,Kossuth Printing House. Budapest,Hungary,1986,ط.1986,9-633-364-05-1,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/S.R.A,79,تاريخ عمارة,ARCH 215,History of Architecture II,قصص الأطفال/تاريخ/أعمال الأحداث/روما (الإمبراطورية)/تاريخ روما أعمال متنوعة للشباب/روما التاريخ منوعات أدب الأحداث/التوافه والمتنوعة,Ancient Rome,R.A Staccioli- Drawing,Reconstruction,Vision,La Zincografica,1989,ط.1989,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/S.R.A,80,تاريخ عمارة,ARCH 215,History of Architecture II,قصص الأطفال/تاريخ/أعمال الأحداث/روما (الإمبراطورية)/تاريخ روما أعمال متنوعة للشباب/روما التاريخ منوعات أدب الأحداث/التوافه والمتنوعة,Ancient Rome,R.A Staccioli- Drawing,Reconstruction,Vision,La Zincografica,1989,ط.1989,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/U.E.A,81,تاريخ عمارة,ARCH 315,Modern & Contemporary Foundations of Art & Architects,العمارة - تاريخ/بنيان/الهندسة المعمارية في ألمانيا (الشرق)/معماري/دويتشلاند/ألمانيا (الشرق),Architectural Monuments In the German Democratic Republic,Ernst Ullmann,Eva Brück,Edition Leipzig,Germany,1961,ط.1961,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/V.S.D,82,تاريخ عمارة,ARCH 215,History of Architecture II,اكتشاف جمال الفن الإسلامي/تاريخ وتطور الفن الإسلامي/تأثير الفن الإسلامي على الفن العالمي/ المتاحف الإسلامية/رموز ومعاني الفن الإسلامي,Discovering Islamic Art,Stephen Vernoit,لا يوجد,I..B.Tauis& Co LTD,New York,2000,ط1,1-86064-534-8,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
720.9/ب.ا.ت,83,تاريخ عمارة,ARCH 213,History of Architecture I,مصر-تاريخ/العمارة المصرية/العمارة- تاريخ,تاريخ العمارة المصرية . عصر الانتقال الأول والدولة الوسطى وعصر الانتقال الثانى . الجزء الثانى,إسكندر بدوي,لا يوجد,وزارة الثقافة المجلس الاعلي للاثار,مصر,1966,ط.1966,4-773-053-65-2,لغة عربية,الهندسة المعمارية والتصميم,ورقي
720.9/ب.ا.ت,84,تاريخ عمارة,ARCH 213,History of Architecture I,العمارة المصرية القديمة/تاريخ العمارة/الحضارة المصرية القديمة/الفراعنة/الآثار المصرية/الفن المصري القديم/الهندسة المعمارية/التراث الثقافي/الحضارات القديمة,تاريخ العمارة المصرية القديمة . الجزء الأول,إسكندر بدوي,لا يوجد,وزارة الثقافة المجلس الاعلي للاثار,الجيزة,1954,ط.1954,977-1585-19-3,لغة عربية,الهندسة المعمارية والتصميم,ورقي
720.9/ج.م.م,85,تاريخ عمارة,ARCH 215,History of Architecture II,العمارة الإسلامية تاريخ مصر/مصر/تاريخ/العمارة الإسلامية/العمارة الإسلامية تاريخ مصر/الفن الإسلامي والرمزية/الرمزية الإسلامية,موسوعة الأفكار الرمزية بالعمارة المصرية بعد دخول الإسلام,كمال محمود كمال الجبلاوي.,لا يوجد,كمال محمود كمال الجبلاوي.,القاهرة,2009,ط.1,977-177-244-11,لغة عربية,الهندسة المعمارية والتصميم,ورقي
720.9/ز.ع.ق,86,تاريخ عمارة,ARCH 215,History of Architecture II,قاهرة المعز/قاهرة صلاح الدين/قاهرة المماليك,القاهرة من المعز للفاروق,عبدالرحمن ذكي,لا يوجد,دار المستقبل العربي,القاهرة,1943,ط.1943,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
720.9/س.إ.ت,87,تاريخ عمارة,ARCH 215,History of Architecture II,حفاظ معمارى وعمرانى/العمارة الاسلامية/جائزة الاغاخان للعمارة (منظمة)/العمارة الاسلامية - جوائز/العمارة - جوائز - العالم الاسلامى,التجديد والتأصيل في عمارة المجتمعات الإسلامية . تجربة جائزة الأغاخان للعمارة,اسماعبل سراج الدين,لا يوجد,مكتبة الاسكندرية,الاسكندرية,2007,ط.2007,977-6163-53-1,لغة عربية,الهندسة المعمارية والتصميم,ورقي
